REPORT_YEAR,TYPE_Break_and_Enter_Commercial,TYPE_Break_and_Enter_Residential_Other,TYPE_Mischief,TYPE_Other_Theft,TYPE_Theft_from_Vehicle,TYPE_Theft_of_Vehicle,TYPE_Vehicle_Collision_or_Pedestrian_Struck__with_Fatality_,TYPE_Vehicle_Collision_or_Pedestrian_Struck__with_Injury_,NEIGHBOURHOOD_Arbutus_Ridge,NEIGHBOURHOOD_Dunbar_Southlands,NEIGHBOURHOOD_Fairview,NEIGHBOURHOOD_Grandview_Woodland,NEIGHBOURHOOD_Hastings_Sunrise,NEIGHBOURHOOD_Kensington_Cedar_Cottage,NEIGHBOURHOOD_Kerrisdale,NEIGHBOURHOOD_Marpole,NEIGHBOURHOOD_Mount_Pleasant,NEIGHBOURHOOD_Musqueam,NEIGHBOURHOOD_Renfrew_Collingwood,NEIGHBOURHOOD_Riley_Park,NEIGHBOURHOOD_Shaughnessy,NEIGHBOURHOOD_South_Cambie,NEIGHBOURHOOD_Stanley_Park,NEIGHBOURHOOD_Strathcona,NEIGHBOURHOOD_Sunset,NEIGHBOURHOOD_West_End,NEIGHBOURHOOD_West_Point_Grey,elementary_area_Admiral Seymour Elementary,elementary_area_Bayview Community Elementary,elementary_area_Captain James Cook Elementary,elementary_area_Champlain Heights Community Elementary,elementary_area_Chief Maquinna Elementary,elementary_area_David Oppenheimer Elementary,elementary_area_Dr H N MacCorkindale Elementary,elementary_area_Edith Cavell Elementary,elementary_area_Elsie Roy Elementary,elementary_area_False Creek Elementary,elementary_area_Florence Nightingale Elementary,elementary_area_General Gordon Elementary,elementary_area_Henry Hudson Elementary,elementary_area_Lord Roberts Elementary,elementary_area_Lord Selkirk Elementary,elementary_area_Maple Grove Elementary,elementary_area_Mount Pleasant Elementary,elementary_area_Pierre Elliott Trudeau Elementary,elementary_area_Queen Elizabeth Elementary,elementary_area_Queen Mary Elementary,elementary_area_Quilchena Elementary,elementary_area_Sir James Douglas Elementary,elementary_area_Sir John Franklin Community,elementary_area_Southlands Elementary,elementary_area_Thunderbird Elementary,elementary_area_nan,secondary_area_David Thompson Secondary,secondary_area_Eric Hamber Secondary,secondary_area_Gladstone Secondary,secondary_area_John Oliver Secondary,secondary_area_Killarney Secondary,secondary_area_King George Secondary,secondary_area_Kitsilano Secondary,secondary_area_Lord Byng Secondary,secondary_area_Prince of Wales Secondary,secondary_area_Sir Winston Churchill Secondary,secondary_area_nan
2020,65,92,184,362,447,69,0,63,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
